game.GameHandler.start(GameHandler.java:36)		Begining game
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: [Jack of Hearts, Queen of Spades, King of Spades, 10 of Diamonds, King of Diamonds, Ace of Diamonds, 2 of Clubs, 8 of Clubs, Jack of Clubs, Queen of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: [3 of Hearts, 10 of Hearts, Queen of Hearts, 7 of Spades, 8 of Spades, 9 of Spades, 10 of Spades, 7 of Diamonds, 8 of Diamonds, King of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: [7 of Hearts, 8 of Hearts, 9 of Hearts, King of Hearts, Ace of Hearts, 3 of Diamonds, 3 of Clubs, 7 of Clubs, 9 of Clubs, Ace of Clubs]
game.GameHandler.playGame(GameHandler.java:157)		Running: | 0: 21| 1: 5| 2: 0| 3: 1
game.GameHandler.playGame(GameHandler.java:145)		Start round
game.GameHandler.playGame(GameHandler.java:151)		Table: [9 of Diamonds, 10 of Diamonds, 7 of Diamonds, 3 of Diamonds]
game.GameHandler.playGame(GameHandler.java:152)		1 won
game.GameHandler.score(GameHandler.java:162)		Scoreing...
game.GameHandler.score(GameHandler.java:169)		Hearts: 0 | Queen: No
game.GameHandler.playGame(GameHandler.java:154)		1 got 0 points and has 0
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: [2 of Hearts, 4 of Hearts, 6 of Hearts, Jack of Diamonds, Queen of Diamonds, 4 of Clubs, 5 of Clubs, 6 of Clubs, 10 of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: [Jack of Hearts, Queen of Spades, King of Spades, King of Diamonds, Ace of Diamonds, 2 of Clubs, 8 of Clubs, Jack of Clubs, Queen of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: [3 of Hearts, 10 of Hearts, Queen of Hearts, 7 of Spades, 8 of Spades, 9 of Spades, 10 of Spades, 8 of Diamonds, King of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: [7 of Hearts, 8 of Hearts, 9 of Hearts, King of Hearts, Ace of Hearts, 3 of Clubs, 7 of Clubs, 9 of Clubs, Ace of Clubs]
game.GameHandler.playGame(GameHandler.java:157)		Running: | 0: 21| 1: 5| 2: 0| 3: 1
game.GameHandler.playGame(GameHandler.java:145)		Start round
game.GameHandler.playGame(GameHandler.java:151)		Table: [Queen of Spades, 7 of Spades, 7 of Hearts, 2 of Hearts]
game.GameHandler.playGame(GameHandler.java:152)		0 won
game.GameHandler.score(GameHandler.java:162)		Scoreing...
game.GameHandler.score(GameHandler.java:166)		Hearts: 2 | Queen: Yes
game.GameHandler.playGame(GameHandler.java:154)		0 got 15 points and has 0
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: [Jack of Hearts, King of Spades, King of Diamonds, Ace of Diamonds, 2 of Clubs, 8 of Clubs, Jack of Clubs, Queen of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: [3 of Hearts, 10 of Hearts, Queen of Hearts, 8 of Spades, 9 of Spades, 10 of Spades, 8 of Diamonds, King of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: [8 of Hearts, 9 of Hearts, King of Hearts, Ace of Hearts, 3 of Clubs, 7 of Clubs, 9 of Clubs, Ace of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: [4 of Hearts, 6 of Hearts, Jack of Diamonds, Queen of Diamonds, 4 of Clubs, 5 of Clubs, 6 of Clubs, 10 of Clubs]
game.GameHandler.playGame(GameHandler.java:157)		Running: | 0: 36| 1: 5| 2: 0| 3: 1
game.GameHandler.playGame(GameHandler.java:145)		Start round
game.GameHandler.playGame(GameHandler.java:151)		Table: [King of Spades, 8 of Spades, 8 of Hearts, 4 of Hearts]
game.GameHandler.playGame(GameHandler.java:152)		0 won
game.GameHandler.score(GameHandler.java:162)		Scoreing...
game.GameHandler.score(GameHandler.java:169)		Hearts: 2 | Queen: No
game.GameHandler.playGame(GameHandler.java:154)		0 got 2 points and has 15
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: [Jack of Hearts, King of Diamonds, Ace of Diamonds, 2 of Clubs, 8 of Clubs, Jack of Clubs, Queen of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: [3 of Hearts, 10 of Hearts, Queen of Hearts, 9 of Spades, 10 of Spades, 8 of Diamonds, King of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: [9 of Hearts, King of Hearts, Ace of Hearts, 3 of Clubs, 7 of Clubs, 9 of Clubs, Ace of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: [6 of Hearts, Jack of Diamonds, Queen of Diamonds, 4 of Clubs, 5 of Clubs, 6 of Clubs, 10 of Clubs]
game.GameHandler.playGame(GameHandler.java:157)		Running: | 0: 38| 1: 5| 2: 0| 3: 1
game.GameHandler.playGame(GameHandler.java:145)		Start round
game.GameHandler.playGame(GameHandler.java:151)		Table: [King of Diamonds, 8 of Diamonds, 9 of Hearts, Jack of Diamonds]
game.GameHandler.playGame(GameHandler.java:152)		0 won
game.GameHandler.score(GameHandler.java:162)		Scoreing...
game.GameHandler.score(GameHandler.java:169)		Hearts: 1 | Queen: No
game.GameHandler.playGame(GameHandler.java:154)		0 got 1 points and has 17
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: [Jack of Hearts, Ace of Diamonds, 2 of Clubs, 8 of Clubs, Jack of Clubs, Queen of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: [3 of Hearts, 10 of Hearts, Queen of Hearts, 9 of Spades, 10 of Spades, King of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: [King of Hearts, Ace of Hearts, 3 of Clubs, 7 of Clubs, 9 of Clubs, Ace of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: [6 of Hearts, Queen of Diamonds, 4 of Clubs, 5 of Clubs, 6 of Clubs, 10 of Clubs]
game.GameHandler.playGame(GameHandler.java:157)		Running: | 0: 39| 1: 5| 2: 0| 3: 1
game.GameHandler.playGame(GameHandler.java:145)		Start round
game.GameHandler.playGame(GameHandler.java:151)		Table: [Ace of Diamonds, 3 of Hearts, King of Hearts, Queen of Diamonds]
game.GameHandler.playGame(GameHandler.java:152)		0 won
game.GameHandler.score(GameHandler.java:162)		Scoreing...
game.GameHandler.score(GameHandler.java:169)		Hearts: 2 | Queen: No
game.GameHandler.playGame(GameHandler.java:154)		0 got 2 points and has 18
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: [Jack of Hearts, 2 of Clubs, 8 of Clubs, Jack of Clubs, Queen of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: [10 of Hearts, Queen of Hearts, 9 of Spades, 10 of Spades, King of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: [Ace of Hearts, 3 of Clubs, 7 of Clubs, 9 of Clubs, Ace of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: [6 of Hearts, 4 of Clubs, 5 of Clubs, 6 of Clubs, 10 of Clubs]
game.GameHandler.playGame(GameHandler.java:157)		Running: | 0: 41| 1: 5| 2: 0| 3: 1
game.GameHandler.playGame(GameHandler.java:145)		Start round
game.GameHandler.playGame(GameHandler.java:151)		Table: [2 of Clubs, King of Clubs, 3 of Clubs, 4 of Clubs]
game.GameHandler.playGame(GameHandler.java:152)		1 won
game.GameHandler.score(GameHandler.java:162)		Scoreing...
game.GameHandler.score(GameHandler.java:169)		Hearts: 0 | Queen: No
game.GameHandler.playGame(GameHandler.java:154)		1 got 0 points and has 0
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: [Jack of Hearts, 8 of Clubs, Jack of Clubs, Queen of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: [10 of Hearts, Queen of Hearts, 9 of Spades, 10 of Spades]
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: [Ace of Hearts, 7 of Clubs, 9 of Clubs, Ace of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: [6 of Hearts, 5 of Clubs, 6 of Clubs, 10 of Clubs]
game.GameHandler.playGame(GameHandler.java:157)		Running: | 0: 41| 1: 5| 2: 0| 3: 1
game.GameHandler.playGame(GameHandler.java:145)		Start round
game.GameHandler.playGame(GameHandler.java:151)		Table: [9 of Spades, Ace of Hearts, 6 of Hearts, Jack of Hearts]
game.GameHandler.playGame(GameHandler.java:152)		0 won
game.GameHandler.score(GameHandler.java:162)		Scoreing...
game.GameHandler.score(GameHandler.java:169)		Hearts: 3 | Queen: No
game.GameHandler.playGame(GameHandler.java:154)		0 got 3 points and has 0
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: [10 of Hearts, Queen of Hearts, 10 of Spades]
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: [7 of Clubs, 9 of Clubs, Ace of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: [5 of Clubs, 6 of Clubs, 10 of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: [8 of Clubs, Jack of Clubs, Queen of Clubs]
game.GameHandler.playGame(GameHandler.java:157)		Running: | 0: 41| 1: 8| 2: 0| 3: 1
game.GameHandler.playGame(GameHandler.java:145)		Start round
game.GameHandler.playGame(GameHandler.java:151)		Table: [10 of Spades, 7 of Clubs, 5 of Clubs, 8 of Clubs]
game.GameHandler.playGame(GameHandler.java:152)		0 won
game.GameHandler.score(GameHandler.java:162)		Scoreing...
game.GameHandler.score(GameHandler.java:169)		Hearts: 0 | Queen: No
game.GameHandler.playGame(GameHandler.java:154)		0 got 0 points and has 3
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: [10 of Hearts, Queen of Hearts]
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: [9 of Clubs, Ace of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: [6 of Clubs, 10 of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: [Jack of Clubs, Queen of Clubs]
game.GameHandler.playGame(GameHandler.java:157)		Running: | 0: 41| 1: 8| 2: 0| 3: 1
game.GameHandler.playGame(GameHandler.java:145)		Start round
game.GameHandler.playGame(GameHandler.java:151)		Table: [10 of Hearts, 9 of Clubs, 6 of Clubs, Jack of Clubs]
game.GameHandler.playGame(GameHandler.java:152)		0 won
game.GameHandler.score(GameHandler.java:162)		Scoreing...
game.GameHandler.score(GameHandler.java:169)		Hearts: 1 | Queen: No
game.GameHandler.playGame(GameHandler.java:154)		0 got 1 points and has 3
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: [Queen of Hearts]
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: [Ace of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: [10 of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: [Queen of Clubs]
game.GameHandler.playGame(GameHandler.java:157)		Running: | 0: 41| 1: 9| 2: 0| 3: 1
game.GameHandler.playGame(GameHandler.java:145)		Start round
game.GameHandler.playGame(GameHandler.java:151)		Table: [Queen of Hearts, Ace of Clubs, 10 of Clubs, Queen of Clubs]
game.GameHandler.playGame(GameHandler.java:152)		0 won
game.GameHandler.score(GameHandler.java:162)		Scoreing...
game.GameHandler.score(GameHandler.java:169)		Hearts: 1 | Queen: No
game.GameHandler.playGame(GameHandler.java:154)		0 got 1 points and has 4
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: []
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: []
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: []
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: []
game.GameHandler.playGame(GameHandler.java:157)		Running: | 0: 41| 1: 10| 2: 0| 3: 1
game.GameHandler.start(GameHandler.java:64)		Scores: | 0: 10| 1: 0| 2: 1| 3: 41
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: [3 of Hearts, 9 of Hearts, King of Hearts, Ace of Hearts, 3 of Spades, 9 of Spades, Jack of Spades, 9 of Diamonds, 10 of Diamonds, Jack of Diamonds, 3 of Clubs, 10 of Clubs, Ace of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: [8 of Hearts, 10 of Hearts, Jack of Hearts, Queen of Hearts, 2 of Spades, 5 of Spades, Queen of Spades, 3 of Diamonds, 7 of Diamonds, Queen of Diamonds, 2 of Clubs, 9 of Clubs, Queen of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: [2 of Hearts, 4 of Hearts, 5 of Hearts, 6 of Hearts, 6 of Spades, 10 of Spades, 2 of Diamonds, 4 of Diamonds, 5 of Diamonds, Ace of Diamonds, 4 of Clubs, 5 of Clubs, 7 of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: [7 of Hearts, 4 of Spades, 7 of Spades, 8 of Spades, King of Spades, Ace of Spades, 6 of Diamonds, 8 of Diamonds, King of Diamonds, 6 of Clubs, 8 of Clubs, Jack of Clubs, King of Clubs]
game.GameHandler.pass(GameHandler.java:240)		0 is Passing [Ace of Clubs, Ace of Hearts, King of Hearts]
game.GameHandler.pass(GameHandler.java:240)		1 is Passing [Queen of Hearts, Queen of Spades, Queen of Diamonds]
game.GameHandler.pass(GameHandler.java:240)		2 is Passing [Ace of Diamonds, 10 of Spades, 7 of Clubs]
game.GameHandler.pass(GameHandler.java:240)		3 is Passing [King of Clubs, Ace of Spades, King of Spades]
game.GameHandler.pass(GameHandler.java:243)		dir 0
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: [3 of Hearts, 9 of Hearts, King of Hearts, Ace of Hearts, 3 of Spades, 9 of Spades, Jack of Spades, 9 of Diamonds, 10 of Diamonds, Jack of Diamonds, 3 of Clubs, 10 of Clubs, Ace of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: [8 of Hearts, 10 of Hearts, Jack of Hearts, Queen of Hearts, 2 of Spades, 5 of Spades, Queen of Spades, 3 of Diamonds, 7 of Diamonds, Queen of Diamonds, 2 of Clubs, 9 of Clubs, Queen of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: [2 of Hearts, 4 of Hearts, 5 of Hearts, 6 of Hearts, 6 of Spades, 10 of Spades, 2 of Diamonds, 4 of Diamonds, 5 of Diamonds, Ace of Diamonds, 4 of Clubs, 5 of Clubs, 7 of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: [7 of Hearts, 4 of Spades, 7 of Spades, 8 of Spades, King of Spades, Ace of Spades, 6 of Diamonds, 8 of Diamonds, King of Diamonds, 6 of Clubs, 8 of Clubs, Jack of Clubs, King of Clubs]
game.GameHandler.start(GameHandler.java:57)		Pass 1
game.GameHandler.whoFirst(GameHandler.java:108)		1 is going first
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: [8 of Hearts, 10 of Hearts, Jack of Hearts, Queen of Hearts, 2 of Spades, 5 of Spades, Queen of Spades, 3 of Diamonds, 7 of Diamonds, Queen of Diamonds, 2 of Clubs, 9 of Clubs, Queen of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: [2 of Hearts, 4 of Hearts, 5 of Hearts, 6 of Hearts, 6 of Spades, 10 of Spades, 2 of Diamonds, 4 of Diamonds, 5 of Diamonds, Ace of Diamonds, 4 of Clubs, 5 of Clubs, 7 of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: [7 of Hearts, 4 of Spades, 7 of Spades, 8 of Spades, King of Spades, Ace of Spades, 6 of Diamonds, 8 of Diamonds, King of Diamonds, 6 of Clubs, 8 of Clubs, Jack of Clubs, King of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: [3 of Hearts, 9 of Hearts, King of Hearts, Ace of Hearts, 3 of Spades, 9 of Spades, Jack of Spades, 9 of Diamonds, 10 of Diamonds, Jack of Diamonds, 3 of Clubs, 10 of Clubs, Ace of Clubs]
game.GameHandler.playGame(GameHandler.java:128)		Start hand
game.GameHandler.playGame(GameHandler.java:135)		Table: [2 of Spades, 6 of Spades, 4 of Spades, 3 of Spades]
game.GameHandler.playGame(GameHandler.java:136)		1 won
game.GameHandler.score(GameHandler.java:162)		Scoreing...
game.GameHandler.score(GameHandler.java:169)		Hearts: 0 | Queen: No
game.GameHandler.playGame(GameHandler.java:139)		1 got 0 points and has 0
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: [8 of Hearts, 10 of Hearts, Jack of Hearts, Queen of Hearts, 5 of Spades, Queen of Spades, 3 of Diamonds, 7 of Diamonds, Queen of Diamonds, 2 of Clubs, 9 of Clubs, Queen of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: [2 of Hearts, 4 of Hearts, 5 of Hearts, 6 of Hearts, 10 of Spades, 2 of Diamonds, 4 of Diamonds, 5 of Diamonds, Ace of Diamonds, 4 of Clubs, 5 of Clubs, 7 of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: [7 of Hearts, 7 of Spades, 8 of Spades, King of Spades, Ace of Spades, 6 of Diamonds, 8 of Diamonds, King of Diamonds, 6 of Clubs, 8 of Clubs, Jack of Clubs, King of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: [3 of Hearts, 9 of Hearts, King of Hearts, Ace of Hearts, 9 of Spades, Jack of Spades, 9 of Diamonds, 10 of Diamonds, Jack of Diamonds, 3 of Clubs, 10 of Clubs, Ace of Clubs]
game.GameHandler.playGame(GameHandler.java:141)		Running: | 0: 41| 1: 10| 2: 0| 3: 1
game.GameHandler.playGame(GameHandler.java:145)		Start round
game.GameHandler.playGame(GameHandler.java:151)		Table: [10 of Spades, 7 of Spades, 9 of Spades, 5 of Spades]
game.GameHandler.playGame(GameHandler.java:152)		0 won
game.GameHandler.score(GameHandler.java:162)		Scoreing...
game.GameHandler.score(GameHandler.java:169)		Hearts: 0 | Queen: No
game.GameHandler.playGame(GameHandler.java:154)		0 got 0 points and has 0
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: [2 of Hearts, 4 of Hearts, 5 of Hearts, 6 of Hearts, 2 of Diamonds, 4 of Diamonds, 5 of Diamonds, Ace of Diamonds, 4 of Clubs, 5 of Clubs, 7 of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: [7 of Hearts, 8 of Spades, King of Spades, Ace of Spades, 6 of Diamonds, 8 of Diamonds, King of Diamonds, 6 of Clubs, 8 of Clubs, Jack of Clubs, King of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: [3 of Hearts, 9 of Hearts, King of Hearts, Ace of Hearts, Jack of Spades, 9 of Diamonds, 10 of Diamonds, Jack of Diamonds, 3 of Clubs, 10 of Clubs, Ace of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: [8 of Hearts, 10 of Hearts, Jack of Hearts, Queen of Hearts, Queen of Spades, 3 of Diamonds, 7 of Diamonds, Queen of Diamonds, 2 of Clubs, 9 of Clubs, Queen of Clubs]
game.GameHandler.playGame(GameHandler.java:157)		Running: | 0: 41| 1: 10| 2: 0| 3: 1
game.GameHandler.playGame(GameHandler.java:145)		Start round
game.GameHandler.playGame(GameHandler.java:151)		Table: [2 of Diamonds, 6 of Diamonds, 9 of Diamonds, 3 of Diamonds]
game.GameHandler.playGame(GameHandler.java:152)		2 won
game.GameHandler.score(GameHandler.java:162)		Scoreing...
game.GameHandler.score(GameHandler.java:169)		Hearts: 0 | Queen: No
game.GameHandler.playGame(GameHandler.java:154)		2 got 0 points and has 0
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: [2 of Hearts, 4 of Hearts, 5 of Hearts, 6 of Hearts, 4 of Diamonds, 5 of Diamonds, Ace of Diamonds, 4 of Clubs, 5 of Clubs, 7 of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: [7 of Hearts, 8 of Spades, King of Spades, Ace of Spades, 8 of Diamonds, King of Diamonds, 6 of Clubs, 8 of Clubs, Jack of Clubs, King of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: [3 of Hearts, 9 of Hearts, King of Hearts, Ace of Hearts, Jack of Spades, 10 of Diamonds, Jack of Diamonds, 3 of Clubs, 10 of Clubs, Ace of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: [8 of Hearts, 10 of Hearts, Jack of Hearts, Queen of Hearts, Queen of Spades, 7 of Diamonds, Queen of Diamonds, 2 of Clubs, 9 of Clubs, Queen of Clubs]
game.GameHandler.playGame(GameHandler.java:157)		Running: | 0: 41| 1: 10| 2: 0| 3: 1
game.GameHandler.playGame(GameHandler.java:145)		Start round
game.GameHandler.playGame(GameHandler.java:151)		Table: [Jack of Spades, Queen of Spades, 2 of Hearts, 8 of Spades]
game.GameHandler.playGame(GameHandler.java:152)		1 won
game.GameHandler.score(GameHandler.java:162)		Scoreing...
game.GameHandler.score(GameHandler.java:166)		Hearts: 1 | Queen: Yes
game.GameHandler.playGame(GameHandler.java:154)		1 got 14 points and has 0
game.GameHandler.showPlayerHands(GameHandler.java:182)	0: [3 of Hearts, 9 of Hearts, King of Hearts, Ace of Hearts, 10 of Diamonds, Jack of Diamonds, 3 of Clubs, 10 of Clubs, Ace of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	1: [8 of Hearts, 10 of Hearts, Jack of Hearts, Queen of Hearts, 7 of Diamonds, Queen of Diamonds, 2 of Clubs, 9 of Clubs, Queen of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	2: [4 of Hearts, 5 of Hearts, 6 of Hearts, 4 of Diamonds, 5 of Diamonds, Ace of Diamonds, 4 of Clubs, 5 of Clubs, 7 of Clubs]
game.GameHandler.showPlayerHands(GameHandler.java:182)	3: [7 of Hearts, King of Spades, Ace of Spades, 8 of Diamonds, King of Diamonds, 6 of Clubs, 8 of Clubs, Jack of Clubs, King of Clubs]
game.GameHandler.playGame(GameHandler.java:157)		Running: | 0: 41| 1: 10| 2: 14| 3: 1
